Wavelength	As-cast	Co-facial	End-on
757.94684	0.64949	0.29561	0.59583
757.52307	0.64676	0.29472	0.59422
756.95801	0.64688	0.29441	0.59682
756.53412	0.64752	0.29482	0.59641
755.96887	0.6449	0.29535	0.59702
755.5448	0.64804	0.29567	0.59842
754.97937	0.64463	0.29537	0.59892
754.55518	0.64301	0.29557	0.59898
753.9895	0.64317	0.29582	0.599
753.56512	0.6409	0.29577	0.60101
752.99927	0.64056	0.29542	0.60497
752.43323	0.63982	0.29577	0.60464
752.00867	0.63821	0.29629	0.60398
751.44244	0.63867	0.29576	0.601
751.01776	0.63702	0.29608	0.60543
750.45136	0.63567	0.29628	0.6061
750.02643	0.63414	0.29563	0.60933
749.45984	0.63381	0.2962	0.60669
749.03479	0.63248	0.2967	0.60863
748.46802	0.6339	0.2962	0.60593
748.04279	0.63254	0.29651	0.60637
747.47577	0.62955	0.29656	0.60811
747.05048	0.6295	0.29596	0.60741
746.48322	0.62986	0.29727	0.60675
746.05774	0.62936	0.29632	0.6095
745.49036	0.627	0.29649	0.61005
745.0647	0.6275	0.29656	0.6082
744.49707	0.62574	0.2969	0.60897
743.92938	0.62658	0.2968	0.61197
743.50348	0.62401	0.29681	0.60854
742.93555	0.62287	0.2973	0.61138
742.50952	0.62399	0.29671	0.61116
741.94141	0.6223	0.29689	0.61194
741.5152	0.62254	0.29724	0.60884
740.9469	0.62222	0.29621	0.61262
740.52057	0.61911	0.29678	0.61167
739.95203	0.6183	0.29685	0.60887
739.52557	0.61913	0.29638	0.61154
738.95685	0.61792	0.2967	0.60991
738.53021	0.61762	0.29672	0.61247
737.96124	0.61592	0.29616	0.60977
737.53448	0.61512	0.2958	0.60957
736.96539	0.61373	0.29658	0.61171
736.53845	0.61254	0.29592	0.60886
735.96912	0.6125	0.29596	0.61188
735.54205	0.61121	0.29614	0.61224
734.97253	0.61076	0.29613	0.61201
734.54529	0.6115	0.29521	0.61126
733.97559	0.60985	0.29511	0.61197
733.54822	0.60951	0.29501	0.60911
732.97827	0.60878	0.29464	0.60897
732.55078	0.6083	0.29471	0.61004
731.98065	0.60699	0.29402	0.60932
731.55298	0.6071	0.29426	0.60964
730.98267	0.60647	0.29425	0.60956
730.55487	0.60496	0.29346	0.609
729.98431	0.6035	0.29295	0.60754
729.5564	0.60319	0.29319	0.60656
728.98566	0.60235	0.29266	0.60665
728.55756	0.60155	0.29213	0.60663
727.98663	0.60077	0.29175	0.60537
727.55841	0.59976	0.29145	0.60467
726.9873	0.59855	0.29111	0.6023
726.5589	0.59807	0.29104	0.6007
725.98761	0.59742	0.29049	0.60085
725.55902	0.59511	0.29002	0.60036
724.98755	0.59564	0.28912	0.60155
724.55884	0.59507	0.28986	0.60105
723.98718	0.59416	0.28876	0.59807
723.55835	0.59319	0.28821	0.59681
722.98645	0.59166	0.28719	0.59599
722.55743	0.59144	0.28727	0.59587
721.98535	0.59057	0.28669	0.59623
721.55621	0.5896	0.28568	0.59588
720.98395	0.58815	0.28566	0.59272
720.55469	0.58753	0.28504	0.59069
719.98224	0.58626	0.28465	0.59232
719.5528	0.58548	0.28383	0.58896
718.9801	0.58459	0.28282	0.59012
718.55054	0.58438	0.28294	0.58908
717.97772	0.5829	0.28176	0.58785
717.54797	0.58203	0.28148	0.58688
716.97491	0.57972	0.28026	0.58656
716.54504	0.57991	0.28029	0.58504
715.9718	0.57834	0.27929	0.58284
715.54181	0.57743	0.27921	0.58123
714.96838	0.57614	0.2779	0.58115
714.53821	0.57508	0.27705	0.58015
713.9646	0.57486	0.27681	0.57877
713.5343	0.57312	0.27583	0.57849
712.96051	0.57182	0.27554	0.57626
712.53003	0.57076	0.27446	0.57572
711.95605	0.5691	0.27423	0.57455
711.52545	0.56867	0.27299	0.57206
710.95123	0.56736	0.27275	0.57175
710.52051	0.56602	0.27187	0.56924
709.94611	0.5652	0.27162	0.56964
709.51526	0.56391	0.27027	0.56719
708.94067	0.56262	0.26943	0.5652
708.50964	0.56132	0.26919	0.56329
707.93488	0.56024	0.26814	0.56181
707.50372	0.55949	0.26752	0.56142
706.92871	0.55751	0.26689	0.55907
706.49744	0.55685	0.26587	0.55831
706.0661	0.55515	0.26582	0.55667
705.49084	0.55475	0.26475	0.55528
705.05933	0.5531	0.2645	0.55496
704.48389	0.55271	0.26325	0.55296
704.05225	0.55068	0.26274	0.55128
703.47662	0.54927	0.26145	0.55042
703.04486	0.54877	0.26115	0.54875
702.46899	0.54686	0.26064	0.5478
702.03711	0.54641	0.25994	0.54635
701.46106	0.54435	0.25959	0.5454
701.02899	0.54298	0.25848	0.54423
700.45282	0.54115	0.25806	0.54319
700.02063	0.54022	0.25728	0.54124
699.44421	0.53965	0.25686	0.54053
699.0119	0.53765	0.25577	0.53852
698.4353	0.53661	0.25555	0.53793
698.00281	0.53478	0.25467	0.53617
697.57025	0.53433	0.25436	0.53528
696.99341	0.53278	0.2537	0.53406
696.56073	0.53162	0.25309	0.53164
695.9837	0.5305	0.2527	0.53021
695.55084	0.52854	0.25245	0.52983
694.97363	0.52944	0.2511	0.528
694.54065	0.52607	0.25114	0.52661
693.96326	0.52519	0.25005	0.52524
693.53015	0.5231	0.24947	0.52482
692.95258	0.52211	0.24879	0.5246
692.51929	0.52078	0.24881	0.52344
691.94153	0.51956	0.24832	0.52201
691.50812	0.51829	0.24684	0.52179
690.93018	0.51712	0.2469	0.5196
690.49664	0.5152	0.24601	0.51859
690.06305	0.51408	0.2457	0.517
689.4848	0.51306	0.24544	0.51613
689.05109	0.51115	0.24491	0.51505
688.47266	0.51017	0.2442	0.51339
688.03876	0.50861	0.24395	0.51277
687.46014	0.50728	0.24336	0.51151
687.02618	0.50742	0.24268	0.51001
686.44739	0.5049	0.24285	0.5089
686.01324	0.50477	0.24223	0.50807
685.43427	0.50307	0.24148	0.50714
684.99994	0.5004	0.24091	0.50571
684.56561	0.49992	0.24087	0.50504
683.98639	0.49902	0.24035	0.50342
683.55188	0.49732	0.23999	0.50267
682.97247	0.49641	0.23983	0.50081
682.53784	0.4948	0.2392	0.50054
681.95825	0.494	0.23853	0.49959
681.52344	0.49356	0.23855	0.49822
680.94366	0.49195	0.23776	0.49762
680.50879	0.4903	0.23757	0.49611
679.92883	0.48945	0.23713	0.49636
679.49377	0.48774	0.23675	0.49393
679.05865	0.48744	0.23636	0.49402
678.47845	0.48602	0.23631	0.49265
678.04321	0.48424	0.2359	0.49158
677.46277	0.4829	0.23553	0.4898
677.0274	0.48168	0.23497	0.48768
676.44678	0.4817	0.23471	0.48761
676.01129	0.48017	0.23451	0.48625
675.43054	0.47848	0.23387	0.48522
674.99487	0.4778	0.23364	0.48432
674.55914	0.47689	0.23331	0.48332
673.97815	0.47551	0.23365	0.48255
673.5423	0.47418	0.23295	0.48136
672.96106	0.47376	0.23216	0.48138
672.52509	0.47199	0.2321	0.4811
671.94366	0.47199	0.23228	0.47978
671.50757	0.47041	0.2311	0.47856
671.07141	0.4686	0.23069	0.47824
670.48975	0.4683	0.23064	0.47735
670.05341	0.46628	0.23028	0.47597
669.47156	0.4666	0.22995	0.47453
669.03516	0.46457	0.22961	0.47425
668.45313	0.46448	0.22908	0.47257
668.01654	0.46345	0.22905	0.47237
667.43433	0.46333	0.22784	0.47145
666.99762	0.46196	0.22803	0.4701
666.56085	0.46082	0.22765	0.46954
665.97839	0.45909	0.22714	0.46749
665.5415	0.45842	0.22689	0.46672
664.95886	0.45827	0.22598	0.46562
664.52179	0.45662	0.22591	0.4643
663.93896	0.45534	0.22553	0.46369
663.50183	0.4544	0.22517	0.46252
663.06458	0.45247	0.2242	0.46085
662.48151	0.45296	0.22365	0.46003
662.04413	0.45243	0.22364	0.45835
661.46088	0.45107	0.22311	0.45743
661.02338	0.44952	0.22285	0.45575
660.43994	0.44894	0.22228	0.45461
660.00232	0.44811	0.22212	0.45396
659.56464	0.44733	0.2215	0.45196
658.98096	0.44645	0.22083	0.45151
658.54309	0.44529	0.22003	0.44942
657.95923	0.44446	0.21977	0.44858
657.5213	0.44288	0.21965	0.4462
656.93726	0.44272	0.21856	0.44482
656.49915	0.44177	0.21842	0.44461
656.06104	0.44035	0.21785	0.44236
655.47675	0.43954	0.21703	0.44143
655.03845	0.43778	0.21659	0.44013
654.45398	0.43778	0.21595	0.43884
654.01556	0.43595	0.21546	0.43674
653.43091	0.43634	0.21516	0.43548
652.99237	0.43444	0.21416	0.43299
652.55377	0.43333	0.2139	0.43214
651.96887	0.4324	0.21278	0.42961
651.53015	0.43114	0.21277	0.42814
650.94507	0.4304	0.21201	0.4267
650.50623	0.42913	0.2114	0.42485
650.06726	0.42876	0.21058	0.42442
649.48199	0.42728	0.21033	0.42146
649.04291	0.42627	0.20943	0.42048
648.4574	0.42588	0.20905	0.4184
648.01825	0.42405	0.20864	0.41663
647.43256	0.42396	0.20734	0.41465
646.99323	0.42207	0.20746	0.4126
646.55389	0.42099	0.20671	0.41163
645.96796	0.41989	0.2064	0.40952
645.52844	0.41851	0.20563	0.40748
644.94238	0.41778	0.20441	0.40531
644.50275	0.4165	0.20417	0.40372
644.06305	0.41558	0.20374	0.40199
643.47668	0.41472	0.20305	0.39931
643.03687	0.41261	0.20243	0.39731
642.45038	0.41176	0.2016	0.39549
642.01044	0.41092	0.20092	0.39396
641.57037	0.40992	0.20092	0.39287
640.98364	0.40788	0.20018	0.38916
640.54352	0.40702	0.19888	0.38845
639.95654	0.40581	0.19904	0.38512
639.5163	0.40441	0.19839	0.38436
638.9292	0.40223	0.19764	0.38127
638.48883	0.40191	0.19707	0.37973
638.04834	0.40072	0.19659	0.37827
637.461	0.39906	0.19589	0.37507
637.02045	0.39798	0.19513	0.374
636.43292	0.39598	0.19493	0.37073
635.99219	0.39469	0.1942	0.36887
635.55145	0.39343	0.1939	0.36765
634.96368	0.3921	0.1933	0.3644
634.52277	0.39129	0.19249	0.36356
633.93481	0.38887	0.19225	0.36012
633.49384	0.38786	0.19153	0.3586
633.05273	0.3863	0.19121	0.35709
632.46454	0.3845	0.19072	0.35444
632.02338	0.38332	0.19	0.35302
631.435	0.38141	0.18983	0.34923
630.99365	0.37986	0.18896	0.34871
630.55231	0.37839	0.18854	0.34595
629.96368	0.37717	0.18758	0.34382
629.52216	0.37484	0.18759	0.34185
628.93341	0.37397	0.18693	0.33931
628.49176	0.37229	0.18617	0.33794
628.05011	0.37044	0.18549	0.33537
627.46106	0.36978	0.18517	0.33339
627.01929	0.36703	0.18489	0.33083
626.43005	0.36591	0.18403	0.32874
625.98816	0.36366	0.18387	0.32764
625.54614	0.36246	0.18315	0.32499
624.95673	0.36121	0.18262	0.32325
624.51459	0.35932	0.18245	0.32076
624.07239	0.35796	0.18192	0.319
623.48273	0.35548	0.18137	0.3163
623.04047	0.35453	0.18045	0.31464
622.45062	0.35235	0.17986	0.31269
622.00818	0.34979	0.17941	0.31069
621.56567	0.3492	0.17881	0.30854
620.97565	0.34681	0.17835	0.30633
620.53302	0.34453	0.17813	0.30446
619.94275	0.34285	0.1778	0.30174
619.50006	0.34171	0.17659	0.29985
619.05725	0.3399	0.17623	0.29817
618.4668	0.33793	0.17564	0.29594
618.02386	0.33647	0.17528	0.29486
617.43323	0.33385	0.17483	0.29237
616.99017	0.33231	0.17392	0.29116
616.54706	0.33067	0.17352	0.29009
615.95618	0.32911	0.17255	0.28754
615.513	0.3272	0.17213	0.28631
615.0697	0.32525	0.17168	0.2835
614.47858	0.32436	0.17067	0.28243
614.03522	0.32134	0.17006	0.27982
613.44391	0.32028	0.16956	0.27825
613.00043	0.31752	0.16895	0.27592
612.55682	0.31607	0.16843	0.27408
611.96533	0.31469	0.16728	0.27304
611.52161	0.31183	0.16695	0.27126
610.92993	0.31057	0.16626	0.26958
610.48608	0.30805	0.16583	0.26724
610.04224	0.30646	0.1646	0.26571
609.45032	0.305	0.16425	0.26446
609.00635	0.30248	0.1635	0.26242
608.56226	0.30136	0.16266	0.26115
607.97009	0.29923	0.16224	0.25924
607.52594	0.29746	0.16161	0.25771
606.93365	0.29556	0.16078	0.25561
606.48932	0.29352	0.15984	0.25477
606.04498	0.29193	0.15943	0.25298
605.45245	0.29016	0.15828	0.25153
605.008	0.28816	0.15785	0.25041
604.56348	0.28653	0.15727	0.24851
603.97064	0.28539	0.15632	0.2477
603.526	0.28309	0.15595	0.24621
602.93311	0.28133	0.15483	0.24489
602.48828	0.27991	0.15416	0.24402
602.04352	0.27811	0.15356	0.24177
601.45032	0.27665	0.15245	0.24118
601.00537	0.27408	0.15219	0.23935
600.56036	0.27294	0.15095	0.23782
599.96698	0.27152	0.15046	0.23663
599.52185	0.26898	0.1499	0.23533
598.92828	0.26828	0.14899	0.23401
598.48303	0.2654	0.14835	0.23262
598.03778	0.26442	0.1474	0.23117
597.44397	0.26284	0.14699	0.23007
596.99854	0.26144	0.14609	0.22898
596.5531	0.25996	0.14521	0.22743
595.95905	0.25812	0.1446	0.22637
595.51349	0.25667	0.14418	0.22595
595.06787	0.2546	0.14384	0.22394
594.47357	0.25344	0.14263	0.2231
594.02783	0.25171	0.14239	0.22161
593.43341	0.2506	0.14158	0.22084
592.98755	0.24878	0.1408	0.21983
592.54163	0.2472	0.14026	0.2186
591.94696	0.24679	0.1392	0.21767
591.50092	0.24442	0.13904	0.21643
591.05487	0.24332	0.13788	0.21532
590.45996	0.24191	0.13774	0.21485
590.01373	0.24006	0.13702	0.2138
589.5675	0.2391	0.13659	0.21236
588.97241	0.23718	0.1359	0.21184
588.526	0.23664	0.13519	0.21079
587.93073	0.23515	0.1345	0.20992
587.48425	0.23392	0.13365	0.20883
587.03766	0.2326	0.13336	0.20832
586.4422	0.23107	0.13283	0.20702
585.99554	0.23026	0.13216	0.20642
585.54883	0.22829	0.13194	0.20551
584.95306	0.22787	0.13079	0.20473
584.50623	0.22619	0.1306	0.2042
584.05933	0.22487	0.13034	0.2033
583.46344	0.2242	0.12936	0.20272
583.01642	0.22275	0.12885	0.20248
582.56934	0.22259	0.128	0.20163
581.97321	0.22065	0.12748	0.20051
581.526	0.22042	0.12726	0.20031
580.92969	0.21886	0.12636	0.19933
580.48236	0.21778	0.12574	0.19902
580.03503	0.217	0.12546	0.19865
579.43848	0.21591	0.12485	0.19786
578.99103	0.21521	0.12438	0.19773
578.54352	0.21385	0.12368	0.19697
577.94678	0.21321	0.1229	0.19633
577.49915	0.21193	0.12258	0.1962
577.05145	0.21107	0.12215	0.19546
576.45447	0.21063	0.12095	0.19564
576.00665	0.20927	0.12097	0.19487
575.55884	0.20908	0.12012	0.19457
574.96161	0.20759	0.11959	0.19455
574.51367	0.20728	0.11898	0.19405
574.06561	0.20717	0.1186	0.19391
573.4682	0.20566	0.11772	0.19351
573.02008	0.20538	0.11717	0.19366
572.5719	0.20473	0.11636	0.19342
571.97424	0.20392	0.11554	0.19339
571.52594	0.20354	0.11528	0.19327
570.92816	0.2027	0.11445	0.19321
570.47974	0.20204	0.11389	0.19333
570.03125	0.20156	0.1138	0.19325
569.43323	0.20081	0.11291	0.19318
568.98468	0.20068	0.11212	0.19349
568.53607	0.1997	0.11129	0.19335
567.93781	0.19973	0.11064	0.19373
567.48907	0.19882	0.11003	0.19401
567.04028	0.19856	0.10954	0.19403
566.44183	0.19816	0.10914	0.19428
565.99292	0.19786	0.10799	0.19454
565.54395	0.19752	0.10771	0.19481
564.94525	0.19665	0.10681	0.1951
564.49622	0.1965	0.10614	0.19534
564.04712	0.19624	0.1059	0.1954
563.44818	0.19587	0.10481	0.19581
562.99896	0.19573	0.10404	0.19592
562.54968	0.19519	0.10327	0.1963
561.95056	0.19512	0.10268	0.19657
561.50116	0.19488	0.10208	0.19734
561.05176	0.19465	0.10173	0.19739
560.45239	0.1944	0.10132	0.19764
560.00287	0.19435	0.10018	0.19828
559.55328	0.19399	0.09975	0.19846
558.95374	0.19356	0.09908	0.19889
558.50403	0.19369	0.09855	0.19936
558.05426	0.19359	0.09872	0.19985
557.45447	0.1931	0.09754	0.20024
557.00458	0.19319	0.09725	0.20124
556.55469	0.19303	0.09666	0.20169
555.95471	0.19302	0.09635	0.20169
555.50464	0.19277	0.096	0.20248
555.05457	0.19288	0.09537	0.20277
554.45441	0.19283	0.09502	0.20355
554.00421	0.19284	0.09469	0.20382
553.55396	0.19272	0.09404	0.2045
552.95355	0.19287	0.09374	0.20485
552.50317	0.19268	0.09356	0.20566
552.0528	0.19266	0.09335	0.20617
551.45215	0.19279	0.09248	0.20632
551.00165	0.19272	0.09255	0.2069
550.55109	0.193	0.09233	0.20734
549.95026	0.19283	0.09195	0.20771
549.49957	0.19318	0.09159	0.20838
549.04889	0.19326	0.09126	0.20873
548.44781	0.19325	0.0912	0.20931
547.99701	0.19347	0.09091	0.20987
547.54614	0.19346	0.09058	0.21032
546.94489	0.19351	0.09052	0.21083
546.4939	0.19371	0.09009	0.21132
546.04285	0.19402	0.0904	0.21182
545.44135	0.194	0.09007	0.21231
544.99023	0.19412	0.0898	0.21283
544.539	0.19439	0.08986	0.21328
543.93738	0.19486	0.08948	0.21403
543.48602	0.1948	0.0896	0.21439
543.03473	0.19494	0.08925	0.2148
542.4328	0.19534	0.08914	0.21537
541.98138	0.19548	0.08912	0.21561
541.52985	0.19535	0.0891	0.216
540.92773	0.19558	0.08871	0.21623
540.47614	0.19559	0.08887	0.21606
540.02448	0.19616	0.08863	0.21693
539.57275	0.19582	0.0886	0.2173
538.9704	0.19624	0.08857	0.21767
538.51855	0.19645	0.08854	0.21847
538.06671	0.19663	0.08827	0.21874
537.46417	0.19707	0.0883	0.21919
537.01215	0.19698	0.08828	0.21925
536.56012	0.19721	0.08792	0.21964
535.9574	0.1975	0.08813	0.2199
535.50525	0.19759	0.08777	0.22026
535.05304	0.19768	0.088	0.22057
534.45007	0.19793	0.08779	0.22072
533.9978	0.19803	0.08785	0.2212
533.54547	0.19833	0.08771	0.22124
532.94226	0.19852	0.08745	0.22133
532.48981	0.19876	0.08744	0.22166
532.03735	0.19857	0.08738	0.22179
531.43396	0.19885	0.08726	0.22226
530.98138	0.19885	0.08727	0.22243
530.52875	0.19905	0.08729	0.22264
529.92511	0.19956	0.08715	0.22279
529.47241	0.19919	0.08705	0.22307
529.01959	0.19925	0.08709	0.22298
528.56677	0.19909	0.08707	0.22274
527.96289	0.19937	0.08697	0.2229
527.50995	0.19946	0.0869	0.2232
527.05695	0.1994	0.08682	0.22339
526.45288	0.19972	0.0869	0.22346
525.99982	0.19968	0.08664	0.2235
525.54663	0.19955	0.08684	0.22362
524.94238	0.19987	0.08694	0.22372
524.48914	0.1995	0.08689	0.22406
524.03583	0.1998	0.0869	0.22344
523.4314	0.19995	0.08678	0.22362
522.97797	0.19998	0.08694	0.22396
522.52454	0.20018	0.08704	0.22363
522.07104	0.19987	0.08708	0.22389
521.46631	0.19965	0.08709	0.22415
521.0127	0.19981	0.087	0.22395
520.55908	0.19999	0.08726	0.22389
519.95416	0.1999	0.08712	0.22403
519.50037	0.19966	0.08729	0.22395
519.04663	0.1996	0.08743	0.22372
518.44147	0.19948	0.08747	0.22353
517.98755	0.19918	0.0877	0.22352
517.53363	0.1993	0.08771	0.22343
516.92828	0.19917	0.08767	0.22295
516.47424	0.19902	0.08821	0.22317
516.02014	0.1992	0.08834	0.22302
515.56604	0.19889	0.08817	0.22306
514.96045	0.19884	0.08843	0.22276
514.50623	0.19856	0.08864	0.22255
514.05194	0.19863	0.08857	0.22255
513.44617	0.19855	0.08896	0.22208
512.99176	0.1981	0.08895	0.22213
512.53729	0.19812	0.08889	0.22192
511.93134	0.19785	0.08933	0.22171
511.47681	0.19777	0.08912	0.22147
511.02222	0.19771	0.0894	0.22104
510.5676	0.19729	0.08963	0.22102
509.96136	0.19717	0.0895	0.22054
509.50662	0.19725	0.08974	0.22054
509.05185	0.19696	0.08983	0.22041
508.44543	0.19655	0.08991	0.21993
507.99054	0.19653	0.08989	0.21958
507.53561	0.19619	0.09004	0.21934
506.92899	0.19604	0.08994	0.219
506.47397	0.19609	0.0899	0.21873
506.01892	0.19593	0.08975	0.21844
505.56381	0.19545	0.08972	0.21822
504.95691	0.19508	0.08974	0.21752
504.50171	0.1951	0.08945	0.21726
504.04645	0.19465	0.0894	0.21708
503.43939	0.19427	0.08947	0.21647
502.98401	0.1942	0.0892	0.21617
502.52863	0.19395	0.08937	0.2159
502.07318	0.19366	0.08896	0.21541
501.46585	0.19314	0.08863	0.21489
501.01031	0.19309	0.08853	0.2144
500.55472	0.19264	0.08799	0.21435
499.9472	0.19209	0.08779	0.21353
499.49152	0.19217	0.08751	0.21322
499.03577	0.19155	0.08729	0.21249
498.42807	0.19134	0.08668	0.21209
497.97223	0.19093	0.08639	0.21151
497.51636	0.19033	0.08614	0.21062
497.06042	0.18979	0.08566	0.21061
496.45245	0.18946	0.08562	0.20981
495.99643	0.18909	0.08478	0.20924
495.54037	0.18863	0.08436	0.20856
494.93222	0.18829	0.08376	0.20821
494.47607	0.18841	0.0835	0.20792
494.01987	0.18774	0.0833	0.20734
493.5636	0.18721	0.08242	0.20671
492.9552	0.18646	0.08225	0.20594
492.49887	0.186	0.08187	0.20563
492.04245	0.18572	0.08143	0.20521
491.43387	0.18494	0.08102	0.20451
490.97739	0.18469	0.08046	0.20366
490.52084	0.18402	0.08	0.20277
490.06427	0.18344	0.07949	0.20239
489.45544	0.18283	0.07926	0.20175
488.99875	0.1823	0.07907	0.2011
488.54205	0.18187	0.07856	0.20036
487.93301	0.1808	0.07829	0.19948
487.4762	0.18041	0.0779	0.19906
487.01935	0.17989	0.07756	0.19856
486.56244	0.17905	0.07728	0.19779
485.95319	0.17861	0.07694	0.19702
485.49619	0.17772	0.07685	0.19646
485.03915	0.17726	0.07649	0.19597
484.42969	0.17623	0.07627	0.19557
483.97253	0.17578	0.07617	0.19382
483.51538	0.1753	0.07597	0.19353
483.05814	0.17433	0.07548	0.19281
482.44846	0.17383	0.07535	0.19221
481.99112	0.17314	0.07563	0.19132
481.53375	0.17231	0.0753	0.19058
480.92389	0.17157	0.07529	0.1899
480.46643	0.17079	0.07504	0.1894
480.00891	0.17041	0.07482	0.18895
479.55139	0.16939	0.07467	0.18797
478.94125	0.1688	0.07461	0.18744
478.48361	0.16794	0.07445	0.18645
478.02594	0.16742	0.0745	0.18563
477.56821	0.16678	0.07411	0.18512
476.95786	0.16559	0.07425	0.18421
476.50003	0.1652	0.0739	0.18386
476.04218	0.16399	0.07379	0.18326
475.43164	0.16326	0.07352	0.18185
474.97366	0.16284	0.07336	0.1814
474.51569	0.16171	0.07335	0.18045
474.05765	0.16138	0.07305	0.17998
473.44687	0.16011	0.07299	0.17931
472.98874	0.15985	0.07268	0.17838
472.53055	0.15915	0.07236	0.17759
472.07233	0.15796	0.07206	0.17712
471.4613	0.15769	0.072	0.17624
471.00299	0.15679	0.07173	0.17625
470.54465	0.15637	0.0713	0.17506
469.93344	0.15571	0.07093	0.17439
469.47501	0.15482	0.0708	0.1734
469.01651	0.15455	0.07051	0.17307
468.55798	0.15353	0.07021	0.17263
467.94656	0.15304	0.07003	0.17206
467.48795	0.15242	0.06967	0.17148
467.02927	0.1519	0.06941	0.17067
466.57056	0.15119	0.06907	0.17036
465.95889	0.15055	0.06891	0.16925
465.50009	0.15003	0.06861	0.16909
465.04126	0.14909	0.06826	0.16865
464.42941	0.14879	0.0683	0.1681
463.97049	0.14831	0.06796	0.16792
463.51151	0.14772	0.06794	0.16723
463.05249	0.14716	0.06759	0.16666
462.44043	0.14646	0.06728	0.16587
461.98132	0.14596	0.0672	0.16592
461.52216	0.1458	0.06717	0.1653
461.06299	0.145	0.06706	0.16519
460.45065	0.14463	0.06696	0.16464
459.99139	0.14397	0.06731	0.16398
459.53207	0.14362	0.06715	0.16356
459.07272	0.14328	0.06724	0.16365
458.46017	0.14292	0.06723	0.16311
458.00073	0.14272	0.06741	0.16313
457.54123	0.14206	0.0674	0.16285
456.9285	0.1418	0.0676	0.16253
456.46893	0.14165	0.0676	0.1621
456.00931	0.14101	0.06796	0.16204
455.54965	0.14073	0.06803	0.16184
454.93671	0.14043	0.06799	0.16149
454.47693	0.14008	0.06848	0.16122
454.01715	0.13968	0.06846	0.16107
453.55731	0.13937	0.06864	0.16069
452.94415	0.13905	0.06894	0.1607
452.48422	0.13876	0.06889	0.16015
452.02426	0.13836	0.06918	0.16016
451.56424	0.1379	0.06927	0.15993
450.95084	0.13756	0.06936	0.15965
450.49075	0.13736	0.06944	0.15958
450.03061	0.13705	0.06934	0.15919
