0	-5	-4	-3	-2	-1.5	-1.4	-1.3	-1.2	-1.1	-1	-0.9	-0.8	-0.7	-0.6	-0.5	-0.4	-0.3	-0.25	-0.2	-0.15	-0.1	-0.05	0	0.05	0.1	0.15	0.2	0.25	0.3	0.4	0.5	0.6	0.7	0.8	0.9	1	1.5	2	2.5	3	4	5	7.5	10	12.5	15	17.5	20	25	30	40	50	60	70	80	90	100	125	150	175	200	250	300	400	500	750	1000	1250	1500	2000	2500	3000	4000	5000	6000	7000
450.28	0	1.1502e-05	-4.9408e-06	5.1508e-06	1.2442e-05	1.3901e-05	1.5359e-05	1.6817e-05	1.8276e-05	2.0419e-05	2.2952e-05	2.5485e-05	2.8017e-05	3.055e-05	2.2661e-05	-1.3906e-05	-2.598e-05	-2.2932e-05	-2.3987e-05	-1.8368e-05	4.8491e-06	2.2606e-05	2.5964e-05	2.4679e-05	1.1151e-05	-9.523e-07	-9.299e-06	-1.2132e-05	-4.2746e-07	-1.1512e-05	-1.2734e-05	8.3129e-06	-5.1573e-06	1.4722e-05	-8.813e-06	-3.0136e-05	-2.9396e-05	-4.0841e-05	1.9103e-05	2.1457e-05	-2.5236e-05	-7.1689e-06	-8.2101e-06	-5.0814e-05	1.7647e-05	1.4303e-05	-3.1552e-05	-2.4836e-05	-1.6754e-05	-1.4426e-05	-2.3729e-05	1.6118e-05	1.7035e-05	-1.8264e-05	5.2389e-05	-1.6117e-05	4.5368e-06	3.7891e-06	6.2312e-06	-2.8021e-05	-4.9304e-05	-3.1975e-06	-1.9437e-05	6.0643e-05	3.5361e-05	1.313e-05	4.4453e-06	-1.6806e-05	-3.6952e-06	2.4826e-06	2.6857e-06	2.7775e-05	-1.8912e-06	-4.4112e-06	3.987e-05	6.445e-05
450.75	0	8.1116e-06	2.4811e-05	-7.2204e-06	1.6285e-05	2.0986e-05	2.5687e-05	3.0388e-05	3.5089e-05	3.1709e-05	2.4148e-05	1.6588e-05	9.0281e-06	1.4679e-06	-2.223e-05	-3.1888e-05	5.5717e-06	1.758e-05	-4.4867e-06	-1.391e-05	3.7429e-06	9.8216e-06	-8.8868e-06	-1.4647e-05	7.3238e-06	1.6682e-05	-9.7133e-07	-6.4088e-06	1.4314e-05	8.71e-06	-2.4132e-05	4.3812e-06	-1.3482e-05	3.3738e-05	-2.1105e-05	-2.2862e-05	-3.7446e-05	1.9571e-05	7.1506e-06	3.2913e-06	-1.8049e-05	3.4898e-06	7.3828e-07	-2.8189e-05	-1.0347e-05	2.8485e-05	-1.1511e-05	-1.7195e-05	-8.7778e-06	5.2842e-06	-4.0012e-05	-2.487e-05	1.5627e-06	-4.2374e-05	4.2777e-05	-2.6412e-05	-5.1195e-05	6.1911e-06	-1.6635e-05	-2.7031e-05	-2.6658e-05	-1.4766e-05	-7.3854e-06	3.7423e-05	-3.5964e-06	-6.4393e-05	-3.6711e-05	1.1375e-05	-1.559e-05	-1.3277e-06	-3.216e-06	2.685e-05	2.5912e-07	-3.4081e-06	2.6494e-05	-2.7729e-05
451.21	0	-9.5521e-06	-2.3551e-05	2.2172e-05	3.3676e-06	-3.9331e-07	-4.1542e-06	-7.9151e-06	-1.1676e-05	-8.9599e-06	-3.2035e-06	2.553e-06	8.3094e-06	1.4066e-05	5.1969e-06	-7.1419e-06	1.0972e-05	1.6721e-05	4.632e-06	-5.1355e-06	-1.0796e-05	-6.895e-06	1.3924e-05	2.1821e-05	6.8546e-06	-2.0495e-06	-2.267e-07	5.4762e-06	1.8044e-05	1.9154e-05	-1.8569e-05	2.3489e-05	-3.7186e-06	-1.6791e-05	-1.0393e-05	-3.1175e-05	-1.8287e-05	-1.002e-05	-5.2027e-07	-1.6346e-05	-6.5996e-06	1.0733e-05	6.6402e-06	-7.3833e-06	-3.4528e-06	-5.593e-06	-1.5523e-05	-1.5569e-05	-1.343e-05	2.4351e-06	-2.6767e-05	-1.5356e-05	3.4709e-05	-6.7598e-06	-3.137e-05	-2.2447e-05	4.2964e-07	3.6655e-05	-1.6708e-05	-1.6055e-05	1.8967e-05	4.9318e-05	1.85e-06	-1.1799e-05	1.3554e-05	-3.9731e-05	-4.3564e-05	2.2756e-05	6.3724e-05	3.3807e-05	2.6855e-05	1.9564e-05	1.9742e-05	-7.6982e-07	1.1288e-05	-2.129e-05
451.68	0	2.9481e-06	-4.9249e-06	3.1624e-06	1.2469e-05	1.433e-05	1.6191e-05	1.8052e-05	1.9914e-05	2.1114e-05	2.2035e-05	2.2957e-05	2.3878e-05	2.4799e-05	1.3074e-05	-1.0339e-05	-3.5895e-05	-3.3011e-05	-7.2996e-06	4.8074e-06	-3.0596e-06	-2.5695e-06	1.0191e-05	7.0915e-06	-1.9291e-05	-1.9437e-05	1.8939e-05	4.5032e-05	5.3091e-05	7.8689e-06	-1.6809e-05	3.6037e-05	1.4731e-05	1.0571e-05	-1.7868e-05	-1.4722e-05	2.7249e-05	-7.5687e-06	1.4131e-05	-1.9771e-05	-1.7251e-05	3.7376e-05	1.8417e-05	-1.2819e-05	1.4058e-05	4.7e-05	2.3149e-05	2.423e-05	1.5383e-06	-1.2608e-05	-9.0246e-06	-3.6338e-06	-1.1662e-05	-1.3059e-05	-1.7985e-05	-9.0701e-07	1.5863e-05	2.1831e-05	9.8089e-06	2.264e-05	-5.4822e-06	2.4505e-06	1.9947e-05	8.1089e-06	1.3888e-05	3.429e-06	-3.0064e-05	2.219e-05	1.7989e-05	4.8426e-05	6.3463e-06	2.3697e-05	2.3346e-05	-1.1161e-05	1.5262e-05	-2.7335e-06
452.14	0	2.8267e-06	1.1379e-05	7.1791e-06	8.906e-06	9.2514e-06	9.5968e-06	9.9422e-06	1.0288e-05	1.1411e-05	1.2831e-05	1.4251e-05	1.5671e-05	1.7091e-05	8.8655e-06	4.0569e-06	-5.4199e-06	-1.7801e-05	-3.7852e-05	-4.5464e-05	-3.7789e-05	-2.7704e-05	-1.4656e-05	-1.4908e-05	-3.1505e-05	-1.9264e-05	2.8418e-05	4.7606e-05	3.1776e-05	-2.0454e-05	-2.5754e-05	4.58e-05	2.4175e-05	2.7331e-06	6.2813e-07	-5.0054e-06	-9.9967e-06	-7.3486e-06	-4.7929e-06	4.224e-06	-2.1047e-05	-8.3756e-06	1.4462e-05	-1.0333e-06	3.0967e-05	2.8163e-05	5.3451e-06	-6.9352e-06	-1.3331e-06	1.9735e-05	-2.5433e-05	-1.7084e-05	5.1769e-06	-1.7059e-05	3.546e-05	-7.4856e-06	-1.6977e-05	-2.8155e-05	-8.2455e-06	2.3762e-05	2.3672e-05	-3.438e-05	3.6463e-05	-1.1224e-05	-1.4725e-05	-1.2651e-05	2.4253e-05	-2.8372e-05	1.0429e-05	1.498e-05	6.1777e-06	-1.8737e-05	-2.9327e-05	-1.9176e-05	-4.2141e-06	1.4587e-05
452.6	0	-2.4775e-05	-3.4003e-05	1.8224e-05	1.3619e-05	1.2697e-05	1.1776e-05	1.0855e-05	9.9341e-06	9.815e-06	9.9686e-06	1.0122e-05	1.0276e-05	1.0429e-05	6.4589e-06	4.6658e-06	5.9517e-06	6.5331e-06	6.725e-06	4.4127e-06	-4.8029e-07	2.6116e-06	1.3933e-05	1.8497e-05	1.6099e-05	1.1149e-05	3.5695e-06	9.9844e-07	3.5888e-06	-5.6924e-06	-5.8264e-05	3.1043e-05	7.5822e-06	-7.2949e-06	-8.9284e-06	-3.0978e-05	1.3574e-06	-3.6826e-05	-7.0896e-05	-4.4123e-05	-2.5296e-05	-3.9581e-05	-3.6974e-06	-1.229e-05	-6.2009e-06	-5.4953e-06	1.2693e-05	-5.4044e-06	9.6912e-06	-2.1752e-05	-1.1441e-05	-1.0532e-05	1.966e-05	-3.21e-05	-1.0879e-05	1.1358e-05	-1.1061e-06	-9.7862e-06	2.2273e-05	-4.9286e-05	-5.1514e-06	-1.879e-05	-4.3919e-06	3.3717e-05	-3.4749e-05	-2.1278e-06	-2.7048e-05	-3.9949e-05	2.4433e-06	1.3135e-05	-1.9214e-05	3.2439e-05	-3.2836e-05	-1.4494e-05	1.102e-05	-2.2313e-05
453.05	0	5.0055e-07	3.6573e-05	-7.0394e-06	5.4329e-06	7.9274e-06	1.0422e-05	1.2916e-05	1.5411e-05	1.2307e-05	7.5095e-06	2.7124e-06	-2.0846e-06	-6.8816e-06	-1.0205e-05	-3.975e-05	-8.702e-06	7.6427e-06	1.5702e-05	1.1735e-05	-2.6563e-06	3.1503e-06	2.6464e-05	2.4955e-05	1.9289e-06	-1.051e-05	-1.3772e-05	-1.8422e-05	-2.4274e-05	-4.5997e-05	-2.2425e-05	9.8666e-06	-1.2825e-05	-1.9181e-06	-2.1201e-06	-5.4958e-05	1.3084e-05	-3.2528e-05	-3.0913e-05	-3.3597e-05	-2.1132e-05	-1.5114e-05	-5.6848e-06	1.0246e-05	-8.1071e-08	6.7189e-06	-7.4601e-07	-3.6996e-05	-5.3045e-05	-5.879e-05	1.2981e-05	4.3799e-06	1.7554e-05	-2.4307e-05	1.0295e-05	-2.1615e-05	2.925e-05	-1.1405e-05	2.9011e-06	4.1217e-05	-4.142e-05	-1.9972e-05	-1.028e-05	5.8525e-05	-1.7451e-05	-1.9694e-05	-2.0656e-05	-1.2821e-05	3.4573e-06	1.2519e-05	-2.7493e-05	-2.5652e-05	6.2537e-05	1.5649e-05	3.2094e-05	-4.1243e-06
453.51	0	3.3349e-05	-1.5112e-05	3.794e-07	1.007e-05	1.2008e-05	1.3946e-05	1.5884e-05	1.7822e-05	1.0588e-05	9.1721e-07	-8.7535e-06	-1.8424e-05	-2.8095e-05	-8.5981e-06	-3.6365e-06	-5.6566e-06	-3.0228e-06	2.3497e-06	2.3231e-06	-1.6104e-06	8.5387e-06	2.8878e-05	3.3298e-05	2.6198e-05	1.8041e-05	9.1181e-06	1.1439e-05	2.1897e-05	3.5384e-05	-1.1773e-05	1.5837e-05	-3.5134e-06	2.1383e-06	-1.2295e-05	-2.9455e-05	-9.0271e-06	-1.5974e-05	-2.1234e-06	-1.3993e-05	2.1055e-05	3.0842e-06	4.1042e-05	2.4076e-05	6.5637e-06	2.4259e-05	-1.1009e-05	-1.9884e-05	3.7165e-06	-2.5903e-06	-8.96e-06	9.5865e-06	1.6913e-05	-3.6543e-05	9.16e-05	5.8517e-06	-1.2584e-05	-4.746e-06	3.8093e-05	-1.942e-05	-3.3866e-06	5.9774e-06	2.1584e-05	2.7768e-05	-6.9473e-07	-1.2621e-05	-2.7236e-06	3.2403e-06	3.2622e-06	2.6054e-05	3.28e-05	-1.1814e-05	-2.3117e-06	3.7189e-05	2.3614e-05	-7.4538e-07
453.96	0	1.0379e-05	-1.014e-05	1.9919e-05	9.2294e-07	-2.8763e-06	-6.6755e-06	-1.0475e-05	-1.4274e-05	-1.1404e-05	-6.9913e-06	-2.5781e-06	1.8351e-06	6.2483e-06	2.8736e-05	4.1453e-06	-2.0469e-05	-2.3444e-05	-2.1621e-05	-2.7402e-05	-3.7763e-05	-2.1482e-05	1.0849e-05	2.0849e-05	1.7395e-05	1.879e-05	2.3108e-05	2.521e-05	2.5977e-05	7.4134e-06	-6.1298e-05	-1.7613e-05	2.8933e-05	9.0505e-06	1.98e-05	-5.66e-06	2.1465e-05	-1.928e-05	1.2313e-05	4.2742e-05	1.3295e-05	4.2415e-05	3.7307e-05	2.7944e-05	2.726e-05	1.2823e-06	-1.6252e-05	-3.0205e-05	1.1827e-05	1.6426e-05	-6.8363e-06	-1.1131e-05	3.4311e-05	-1.0383e-05	3.0804e-05	1.8225e-05	2.8678e-05	6.6235e-06	4.5289e-05	2.6836e-05	4.2339e-05	4.0135e-05	1.1828e-05	3.3353e-05	1.3405e-05	2.5644e-05	-8.5298e-06	-7.318e-06	5.0805e-05	1.5586e-05	4.3101e-05	-9.9014e-06	3.6777e-05	4.2762e-05	5.4654e-05	3.2235e-05
